"game_title","game_platform","publisher_title"
"Kotoba no Puzzle: Mojipittan Daijiten","PSP","Namco Bandai Games"
"Kotoba no Puzzle: Mojipittan DS","DS","Namco Bandai Games"
"Kouchuu Ouja Mushi King","GBA","Sega"
"Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS","DS","Sega"
"Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2","DS","Sega"
"Kouchuu Ouja Mushi King: Super Collection","DS","Sega"
"Koudelka","PS","Atari"
"Kousoku Card Battle: Card Hero","DS","Nintendo"
"Kowloon's Gate","PS","Sony Computer Entertainment"
"Krazy Ivan","PS","Psygnosis"
"Krull","2600","Atari"
"Kuma-Tomo","3DS","Namco Bandai Games"
"Kuma no Pooh-San: 100 Acre no Mori no Cooking Book","DS","Disney Interactive Studios"
"Kumamon Bomber: Puzzle de Kumamon Taisou","GC","Sega"
"Kung-Fu Master","2600","Activision"
"Kung-Fu: High Impact","X360","Black Bean Games"
"Kung Fu","NES","Nintendo"
"Kung Fu Chaos","XB","Microsoft Game Studios"
"Kung Fu Panda","DS","Activision"
"Kung Fu Panda","PC","Activision"
"Kung Fu Panda","PS2","Activision"
"Kung Fu Panda","PS3","Activision"
"Kung Fu Panda","Wii","Activision"
"Kung Fu Panda","X360","Activision"
"Kung Fu Panda 2","DS","THQ"
"Kung Fu Panda 2","PS3","THQ"
"Kung Fu Panda 2","Wii","THQ"
"Kung Fu Panda 2","X360","THQ"
"Kung Fu Panda: Legendary Warriors","DS","Activision"
"Kung Fu Panda: Legendary Warriors","Wii","Activision"
"Kung Fu Panda: Showdown of Legendary Legends","3DS","Little Orbit"
"Kung Fu Panda: Showdown of Legendary Legends","PS3","Little Orbit"
"Kung Fu Panda: Showdown of Legendary Legends","X360","Little Orbit"
"Kung Fu Rider","PS3","Sony Computer Entertainment"
"Kung Zhu","DS","Activision"
"Kuon","PS2","Indie Games"
"Kurikin: Nano Island Story","DS","Nintendo"
"Kurogane Kaikitan","PSV","Minato Station"
"Kurohyou 2: Ryu ga Gotoku Ashura Hen","PSP","Sega"
"Kurohyou: Ryu ga Gotoku Shinshou","PSP","Sega"
"Kuroko's Basketball: Miracle Game","3DS","Namco Bandai Games"
"Kuroko's Basketball: Miracle Game","PSP","Namco Bandai Games"
"Kuroko's Basketball: Ties to Future","3DS","Namco Bandai Games"
"Kuroshitsuji: Phantom & Ghost","DS","Square Enix"
"Kurt Warner's Arena Football Unleashed","PS","Midway Games"
"KuruKuru Kururin","GBA","Nintendo"
"Kurupoto Cool Cool Stars","DS","Starfish"
"Kururin Paradise","GBA","Unknown"
"Kurushi Final: Mental Blocks","PS","Sony Computer Entertainment"
"Kuryuu Youma Gakuenki Recharge","PS2","Atlus"
"Kuukan * Zukei: Hirameki Training - KuuTore","DS","Benesse"
"Kuusen II","PS2","Kadokawa Shoten"
"Kya: Dark Lineage","PS2","Atari"
"Kyokugen Dasshutsu ADV: Zennin Shiboudesu","3DS","ChunSoft"
"Kyokugen Dasshutsu ADV: Zennin Shiboudesu","PSV","ChunSoft"
"Kyoukai no Shirayuki","PSV","Idea Factory"
"Kyoukai Senjou no Horizon Portable","PSP","Kadokawa Shoten"
"L'Aigle de Guerre","GBA","Nintendo"
"L.A. Noire","PS3","Take-Two Interactive"
"L.A. Noire","X360","Take-Two Interactive"
"L.A. Noire: The Complete Edition","PC","Take-Two Interactive"
"L.A. Rush","PS2","Midway Games"
"L.A. Rush","XB","Midway Games"
"L.G.S: Shinsetsu Houshinengi","PSP","Idea Factory"
"L: the proLogue to DEATH NOTE - Rasen no Wana","DS","Konami Digital Entertainment"
"La Corda d'Oro 4","PSV","Tecmo Koei"
"La Pucelle: Ragnarok","PSP","Nippon Ichi Software"
"La Pucelle: Tactics","PS2","Tecmo Koei"
"Labyrinth Cross Blood: Infinity","PSV","CyberFront"
"Lady Sia","GBA","TDK Mediactive"
"Lagoon","SNES","Kemco"
"Lair","PS3","Sony Computer Entertainment"
"Lalaloopsy","DS","Activision"
"Land of the Dead: Road to Fiddler's Green","XB","Groove Games"
"Langrisser III","SAT","NCS"
"Langrisser IV","SAT","NCS"
"Langrisser V: The End of Legend","SAT","NCS"
"Langrisser: Re:Incarnation Tensei","3DS","Extreme Entertainment Group"
"Lara Croft and the Temple of Osiris","PC","Square Enix"
"Lara Croft and the Temple of Osiris","PS4","Square Enix"
"Lara Croft Tomb Raider: The Angel of Darkness","PS2","Eidos Interactive"
"Largo Winch .// Commando Sar","PS","Ubisoft"
"Laser Blast","2600","Activision"
"Last Bronx","SAT","Sega"
"Last Escort","PS2","D3Publisher"
"Last Escort 2: Shinya no Amai Toge","PS2","D3Publisher"
"Last Escort: Club Katze","PS2","D3Publisher"
"Last Escort: Club Katze","PSP","D3Publisher"
"Last Ranker","PSP","Capcom"
"Last Rebellion","PS3","Nippon Ichi Software"
"Last Window: The Secret of Cape West","DS","Nintendo"
"Le Mans 24 Hours","PS2","Infogrames"
"Learn Chess","DS","DreamCatcher Interactive"
"Learn Geography","DS","DreamCatcher Interactive"
"Learn Math","DS","DreamCatcher Interactive"
"Learn Science","DS","DreamCatcher Interactive"
"Learning to Spell","DS","505 Games"
"Left 4 Dead","PC","Electronic Arts"
"Left 4 Dead","X360","Electronic Arts"
"Left 4 Dead 2","PC","Valve Software"
"Left 4 Dead 2","X360","Electronic Arts"
"Left Brain Right Brain 2","DS","Majesco Entertainment"
"Left Brain Right Brain: Use Both Hands Train Both Sides","DS","505 Games"
"Legacy of Kain: Defiance","PC","Eidos Interactive"
"Legacy of Kain: Defiance","PS2","Eidos Interactive"
"Legacy of Kain: Defiance","XB","Eidos Interactive"
"Legacy of Kain: Soul Reaver","PS","Eidos Interactive"
"Legacy of Ys: Books I & II","DS","Unknown"
"Legaia 2: Duel Saga","PS2","Eidos Interactive"
"Legasista","PS3","Nippon Ichi Software"
"Legend of Kay","DS","JoWood Productions"
"Legend of Kay","PS2","JoWood Productions"
"Legend of Kay","PS4","Nordic Games"
"Legend of Kay","WiiU","Nordic Games"
"Legend of Kay Anniversary","PS4","Nordic Games"
"Legend of Kay Anniversary","WiiU","Nordic Games"
"Legend of Legaia","PS","Sony Computer Entertainment"
"Legend of Mana","PS","SquareSoft"
"Legend of the Dragon","PSP","Game Factory"
"Legend of the Dragon","Wii","Game Factory"
"Legend of the Guardians: The Owls of Ga'Hoole","DS","Warner Bros. Interactive Entertainment"
"Legend of the Guardians: The Owls of Ga'Hoole","PS3","Warner Bros. Interactive Entertainment"
"Legend of the Guardians: The Owls of Ga'Hoole","Wii","Warner Bros. Interactive Entertainment"
"Legend of the Guardians: The Owls of Ga'Hoole","X360","Warner Bros. Interactive Entertainment"
"Legend: Hand of God","PC","DTP Entertainment"
"Legendary","PC","Atari"
"Legendary","PS3","Atari"
"Legendary","X360","Atari"
"Legends of Oz: Dorothy's Return","3DS","GameMill Entertainment"
"Legends of WrestleMania","PS3","THQ"
"Legends of WrestleMania","X360","THQ"
"Legends of Wrestling","GC","Acclaim Entertainment"
"Legends of Wrestling","PS2","Acclaim Entertainment"
"Legends of Wrestling","XB","Acclaim Entertainment"
"Legends of Wrestling II","GBA","Acclaim Entertainment"
"Legends of Wrestling II","GC","Acclaim Entertainment"
"Legends of Wrestling II","PS2","Acclaim Entertainment"
"Legends of Wrestling II","XB","Acclaim Entertainment"
"Legion: The Legend of Excalibur","PS2","Midway Games"
"LEGO Batman 2: DC Super Heroes","3DS","Warner Bros. Interactive Entertainment"
"LEGO Batman 2: DC Super Heroes","DS","Warner Bros. Interactive Entertainment"
"LEGO Batman 2: DC Super Heroes","PS3","Warner Bros. Interactive Entertainment"
"LEGO Batman 2: DC Super Heroes","PSV","Warner Bros. Interactive Entertainment"
"LEGO Batman 2: DC Super Heroes","Wii","Warner Bros. Interactive Entertainment"
"LEGO Batman 2: DC Super Heroes","WiiU","Warner Bros. Interactive Entertainment"
"LEGO Batman 2: DC Super Heroes","X360","Warner Bros. Interactive Entertainment"
"Lego Batman 3: Beyond Gotham","3DS","Warner Bros. Interactive Entertainment"
"Lego Batman 3: Beyond Gotham","PC","Warner Bros. Interactive Entertainment"
"Lego Batman 3: Beyond Gotham","PS3","Warner Bros. Interactive Entertainment"
"Lego Batman 3: Beyond Gotham","PS4","Warner Bros. Interactive Entertainment"
"Lego Batman 3: Beyond Gotham","PSV","Warner Bros. Interactive Entertainment"
"Lego Batman 3: Beyond Gotham","WiiU","Warner Bros. Interactive Entertainment"
"Lego Batman 3: Beyond Gotham","X360","Warner Bros. Interactive Entertainment"
"Lego Batman 3: Beyond Gotham","XOne","Warner Bros. Interactive Entertainment"
"LEGO Batman: The Videogame","DS","Warner Bros. Interactive Entertainment"
"LEGO Batman: The Videogame","PC","Warner Bros. Interactive Entertainment"
"LEGO Batman: The Videogame","PS2","Warner Bros. Interactive Entertainment"
"LEGO Batman: The Videogame","PS3","Warner Bros. Interactive Entertainment"
"LEGO Batman: The Videogame","PSP","Warner Bros. Interactive Entertainment"
"LEGO Batman: The Videogame","Wii","Warner Bros. Interactive Entertainment"
"LEGO Batman: The Videogame","X360","Warner Bros. Interactive Entertainment"
"LEGO Battles","DS","Warner Bros. Interactive Entertainment"
"LEGO Battles: Ninjago","DS","Warner Bros. Interactive Entertainment"
"LEGO Bionicle","GBA","LEGO Media"
"LEGO City Undercover","3DS","Nintendo"
"LEGO City Undercover","WiiU","Nintendo"
"LEGO Dimensions","PS3","Warner Bros. Interactive Entertainment"
"LEGO Dimensions","PS4","Warner Bros. Interactive Entertainment"
"LEGO Dimensions","WiiU","Warner Bros. Interactive Entertainment"
"LEGO Dimensions","X360","Warner Bros. Interactive Entertainment"
"LEGO Dimensions","XOne","Warner Bros. Interactive Entertainment"
"LEGO Friends","3DS","Warner Bros. Interactive Entertainment"
"LEGO Harry Potter Collection","PS4","Warner Bros. Interactive Entertainment"
"LEGO Harry Potter: Years 1-4","DS","Warner Bros. Interactive Entertainment"
"LEGO Harry Potter: Years 1-4","PC","Warner Bros. Interactive Entertainment"
"LEGO Harry Potter: Years 1-4","PS3","Warner Bros. Interactive Entertainment"
"LEGO Harry Potter: Years 1-4","PSP","Warner Bros. Interactive Entertainment"
"LEGO Harry Potter: Years 1-4","Wii","Warner Bros. Interactive Entertainment"
"LEGO Harry Potter: Years 1-4","X360","Warner Bros. Interactive Entertainment"
"LEGO Harry Potter: Years 5-7","3DS","Warner Bros. Interactive Entertainment"
"LEGO Harry Potter: Years 5-7","DS","Warner Bros. Interactive Entertainment"
"LEGO Harry Potter: Years 5-7","PC","Warner Bros. Interactive Entertainment"
"LEGO Harry Potter: Years 5-7","PS3","Warner Bros. Interactive Entertainment"
"LEGO Harry Potter: Years 5-7","PSP","Warner Bros. Interactive Entertainment"
"LEGO Harry Potter: Years 5-7","PSV","Warner Bros. Interactive Entertainment"
"LEGO Harry Potter: Years 5-7","Wii","Warner Bros. Interactive Entertainment"
"LEGO Harry Potter: Years 5-7","X360","Warner Bros. Interactive Entertainment"
"LEGO Indiana Jones 2: The Adventure Continues","DS","Activision"
"LEGO Indiana Jones 2: The Adventure Continues","PC","Activision"
"LEGO Indiana Jones 2: The Adventure Continues","PS3","Activision"
"LEGO Indiana Jones 2: The Adventure Continues","PSP","Activision"
"LEGO Indiana Jones 2: The Adventure Continues","Wii","Activision"
"LEGO Indiana Jones 2: The Adventure Continues","X360","Activision"
"LEGO Indiana Jones: The Original Adventures","DS","Activision"
"LEGO Indiana Jones: The Original Adventures","PC","LucasArts"
"LEGO Indiana Jones: The Original Adventures","PS2","LucasArts"
"LEGO Indiana Jones: The Original Adventures","PS3","Activision"
"LEGO Indiana Jones: The Original Adventures","PSP","LucasArts"
"LEGO Indiana Jones: The Original Adventures","Wii","LucasArts"
"LEGO Indiana Jones: The Original Adventures","X360","Activision"
"LEGO Island 2: The Brickster's Revenge","PS","LEGO Media"
"LEGO Island Xtreme Stunts","GBA","LEGO Media"
"LEGO Jurassic World","3DS","Warner Bros. Interactive Entertainment"
"LEGO Jurassic World","PC","Warner Bros. Interactive Entertainment"
"LEGO Jurassic World","PS3","Warner Bros. Interactive Entertainment"
"LEGO Jurassic World","PS4","Warner Bros. Interactive Entertainment"
"LEGO Jurassic World","PSV","Warner Bros. Interactive Entertainment"
"LEGO Jurassic World","WiiU","Warner Bros. Interactive Entertainment"
"LEGO Jurassic World","X360","Warner Bros. Interactive Entertainment"
"LEGO Jurassic World","XOne","Warner Bros. Interactive Entertainment"
"LEGO Knights' Kingdom","GBA","THQ"
"LEGO Legends of Chima: Laval's Journey","3DS","Warner Bros. Interactive Entertainment"
"LEGO Legends of Chima: Laval's Journey","DS","Unknown"
"LEGO Legends of Chima: Laval's Journey","PSV","Warner Bros. Interactive Entertainment"
"LEGO Marvel's Avengers","3DS","Warner Bros. Interactive Entertainment"
"LEGO Marvel's Avengers","PS3","Warner Bros. Interactive Entertainment"
"LEGO Marvel's Avengers","PS4","Warner Bros. Interactive Entertainment"
"LEGO Marvel's Avengers","PSV","Warner Bros. Interactive Entertainment"
"LEGO Marvel's Avengers","WiiU","Warner Bros. Interactive Entertainment"
"LEGO Marvel's Avengers","X360","Warner Bros. Interactive Entertainment"
"LEGO Marvel's Avengers","XOne","Warner Bros. Interactive Entertainment"
"LEGO Marvel Super Heroes","3DS","Warner Bros. Interactive Entertainment"
"LEGO Marvel Super Heroes","DS","Warner Bros. Interactive Entertainment"
"LEGO Marvel Super Heroes","PC","Warner Bros. Interactive Entertainment"
"LEGO Marvel Super Heroes","PS3","Warner Bros. Interactive Entertainment"
"LEGO Marvel Super Heroes","PS4","Warner Bros. Interactive Entertainment"
"LEGO Marvel Super Heroes","PSV","Warner Bros. Interactive Entertainment"
"LEGO Marvel Super Heroes","WiiU","Warner Bros. Interactive Entertainment"
"LEGO Marvel Super Heroes","X360","Warner Bros. Interactive Entertainment"
"LEGO Marvel Super Heroes","XOne","Warner Bros. Interactive Entertainment"
"LEGO Ninjago: Shadow of Ronin","3DS","Warner Bros. Interactive Entertainment"
"LEGO Ninjago: Shadow of Ronin","PSV","Warner Bros. Interactive Entertainment"
"LEGO Pirates of the Caribbean: The Video Game","3DS","Disney Interactive Studios"
"LEGO Pirates of the Caribbean: The Video Game","DS","Disney Interactive Studios"
"LEGO Pirates of the Caribbean: The Video Game","PC","Disney Interactive Studios"
"LEGO Pirates of the Caribbean: The Video Game","PS3","Disney Interactive Studios"
"LEGO Pirates of the Caribbean: The Video Game","PSP","Disney Interactive Studios"
"LEGO Pirates of the Caribbean: The Video Game","Wii","Disney Interactive Studios"
"LEGO Pirates of the Caribbean: The Video Game","X360","Disney Interactive Studios"
"LEGO Racers","N64","LEGO Media"
"LEGO Racers","PS","LEGO Media"
"LEGO Racers 2","PS2","Electronic Arts"
"LEGO Rock Band","DS","Warner Bros. Interactive Entertainment"
"LEGO Rock Band","PS3","Warner Bros. Interactive Entertainment"
"LEGO Rock Band","Wii","Warner Bros. Interactive Entertainment"
"LEGO Rock Band","X360","Warner Bros. Interactive Entertainment"
"LEGO Rock Raiders","PS","LEGO Media"
"LEGO Soccer Mania","GBA","Electronic Arts"
"LEGO Soccer Mania","PS2","Electronic Arts"
"LEGO Star Wars II: The Original Trilogy","DS","LucasArts"
"LEGO Star Wars II: The Original Trilogy","GBA","LucasArts"
"LEGO Star Wars II: The Original Trilogy","GC","LucasArts"
"LEGO Star Wars II: The Original Trilogy","PC","Activision"
"LEGO Star Wars II: The Original Trilogy","PS2","LucasArts"
"LEGO Star Wars II: The Original Trilogy","PSP","LucasArts"
"LEGO Star Wars II: The Original Trilogy","X360","LucasArts"
"LEGO Star Wars II: The Original Trilogy","XB","LucasArts"
"LEGO Star Wars III: The Clone Wars","3DS","LucasArts"
"LEGO Star Wars III: The Clone Wars","DS","LucasArts"
"LEGO Star Wars III: The Clone Wars","PC","LucasArts"
"LEGO Star Wars III: The Clone Wars","PS3","LucasArts"
"LEGO Star Wars III: The Clone Wars","PSP","LucasArts"
"LEGO Star Wars III: The Clone Wars","Wii","LucasArts"
"LEGO Star Wars III: The Clone Wars","X360","LucasArts"
"LEGO Star Wars: The Complete Saga","DS","LucasArts"
"LEGO Star Wars: The Complete Saga","PS3","LucasArts"
"LEGO Star Wars: The Complete Saga","Wii","LucasArts"
"LEGO Star Wars: The Complete Saga","X360","LucasArts"
"Lego Star Wars: The Force Awakens","3DS","Warner Bros. Interactive Entertainment"
"Lego Star Wars: The Force Awakens","PS3","Warner Bros. Interactive Entertainment"
"Lego Star Wars: The Force Awakens","PS4","Warner Bros. Interactive Entertainment"
"Lego Star Wars: The Force Awakens","PSV","Warner Bros. Interactive Entertainment"
"Madden NFL 13","X360","Electronic Arts"
"Lego Star Wars: The Force Awakens","WiiU","Warner Bros. Interactive Entertainment"
"Lego Star Wars: The Force Awakens","X360","Warner Bros. Interactive Entertainment"
"Lego Star Wars: The Force Awakens","XOne","Warner Bros. Interactive Entertainment"
"LEGO Star Wars: The Video Game","GBA","Eidos Interactive"
"LEGO Star Wars: The Video Game","GC","Eidos Interactive"
"LEGO Star Wars: The Video Game","PC","Eidos Interactive"
"LEGO Star Wars: The Video Game","PS2","Eidos Interactive"
"LEGO Star Wars: The Video Game","XB","Eidos Interactive"
"LEGO The Hobbit","3DS","Warner Bros. Interactive Entertainment"
"LEGO The Hobbit","PC","Warner Bros. Interactive Entertainment"
"LEGO The Hobbit","PS3","Warner Bros. Interactive Entertainment"
"LEGO The Hobbit","PS4","Warner Bros. Interactive Entertainment"
"LEGO The Hobbit","PSV","Warner Bros. Interactive Entertainment"
"LEGO The Hobbit","WiiU","Warner Bros. Interactive Entertainment"
"LEGO The Hobbit","X360","Warner Bros. Interactive Entertainment"
"LEGO The Hobbit","XOne","Warner Bros. Interactive Entertainment"
"LEGO The Lord of the Rings","3DS","Warner Bros. Interactive Entertainment"
"LEGO The Lord of the Rings","DS","Warner Bros. Interactive Entertainment"
"LEGO The Lord of the Rings","PC","Warner Bros. Interactive Entertainment"
"LEGO The Lord of the Rings","PS3","Warner Bros. Interactive Entertainment"
"LEGO The Lord of the Rings","PSV","Warner Bros. Interactive Entertainment"
"LEGO The Lord of the Rings","Wii","Warner Bros. Interactive Entertainment"
"LEGO The Lord of the Rings","X360","Warner Bros. Interactive Entertainment"
"Legoland","PC","LEGO Media"
"Leisure Suit Larry: Box Office Bust","PS3","Codemasters"
"Leisure Suit Larry: Box Office Bust","X360","Codemasters"
"Leisure Suit Larry: Magna Cum Laude","PS2","Vivendi Games"
"Leisure Suit Larry: Magna Cum Laude","XB","Vivendi Games"
"Lemmings","PSP","Sony Computer Entertainment"
"Lemony Snicket's A Series of Unfortunate Events","GBA","Activision"
"Lemony Snicket's A Series of Unfortunate Events","GC","Activision"
"Lemony Snicket's A Series of Unfortunate Events","PS2","Activision"
"Lemony Snicket's A Series of Unfortunate Events","XB","Activision"
"Lernerfolg Vorschule: Capt'n Sharky","DS","Tivola"
"Let's Cheer","X360","Take-Two Interactive"
"Let's Dance with Mel B","PS3","Black Bean Games"
"Let's Dance with Mel B","Wii","Black Bean Games"
"Let's Dance with Mel B","X360","Black Bean Games"
"Let's Draw!","DS","Ubisoft"
"Let's Make a Soccer Team!","PS2","Sega"
"Let's Paint","Wii","Zoo Games"
"Let's Pilates!","DS","Konami Digital Entertainment"
"Let's Play Ballerina","DS","Deep Silver"
"Let's Play Ballerina","Wii","Deep Silver"
"Let's Play Flight Attendant","DS","Deep Silver"
"Let's Play Garden","DS","Deep Silver"
"Let's Play Garden","Wii","Deep Silver"
"Let's Ride! Dreamer","GBA","DTP Entertainment"
"Let's Ride! Friends Forever","DS","THQ"
"Let's Ride! Silver Buckle Stables","PS2","THQ"
"Let's Ride: Sunshine Stables","GBA","DTP Entertainment"
"Let's Sing 2016","PS4","FuRyu Corporation"
"Let's TAP","Wii","Sega"
"Let's Yoga!","DS","Konami Digital Entertainment"
"Lethal Enforcers","SNES","Konami Digital Entertainment"
"Lethal Enforcers I & II","PS","Konami Digital Entertainment"
"Lethal Skies Elite Pilot: Team SW","PS2","Sammy Corporation"
"Lethal Skies II","PS2","Sammy Corporation"
"Life is Strange","PC","Square Enix"
"Life is Strange","PS4","Square Enix"
"Life is Strange","XOne","Square Enix"
"Lifeline","PS2","Sony Computer Entertainment"
"LifeSigns: Surgical Unit","DS","JoWood Productions"
"Lightning Returns: Final Fantasy XIII","PS3","Square Enix"
"Lightning Returns: Final Fantasy XIII","X360","Square Enix"
"Lilie no Atelier: Salburg no Renkinjutsushi 3","PS2","Gust"
"Lilo & Stitch 2: HÃ¤msterviel Havoc","GBA","Disney Interactive Studios"
"Lilpri DS: Hime-Chen! Apple Pink","DS","Sega"
"Line Rider 2: Unbound","DS","Deep Silver"
"Line Rider 2: Unbound","Wii","Deep Silver"
"Link's Crossbow Training","Wii","Nintendo"
"Links 2004","XB","Microsoft Game Studios"
"Lionel Trains: On Track","DS","DSI Games"
"Lips","X360","Microsoft Game Studios"
"Lips: Deutsche Partyknaller","X360","Microsoft Game Studios"
"Lips: I Love The 80s","X360","Microsoft Game Studios"
"Lips: Number One Hits","X360","Microsoft Game Studios"
"Lips: Party Classics","X360","Microsoft Game Studios"
"Lise no Atelier: Ordre no Renkinjutsushi","DS","Gust"
"Little Battlers eXperience W","3DS","Level 5"
"Little Battlers eXperience W","PSP","Level 5"
"Little Battlers eXperience W","PSV","Level 5"
"Little Battlers eXperience: Baku Boost","3DS","Nintendo"
"Little Battlers eXperience: Wars","3DS","Level 5"
"Little Bears","DS","RTL"
"Little Busters! Converted Edition","PS2","Prototype"
"Little Busters! Converted Edition","PSP","Prototype"
"Little Busters! Converted Edition","PSV","Prototype"
"Little Deviants","PSV","Sony Computer Entertainment"
"Little King's Story","Wii","Rising Star Games"
"Little League World Series Baseball 2008","DS","Activision"
"Little League World Series Baseball 2008","Wii","Activision"
"Little League World Series Baseball 2009","DS","Activision"
"Little League World Series Baseball 2009","Wii","Activision"
"Little League World Series Baseball 2010","PS3","Activision"
"Little League World Series Baseball 2010","X360","Activision"
"Little League World Series Baseball: Double Play","DS","Activision"
"Little League World Series Baseball: Double Play","Wii","Activision"
"Little Red Riding Hood's Zombie BBQ","DS","Destineer"
"LittleBigPlanet","PS3","Sony Computer Entertainment"
"LittleBigPlanet","PSP","Sony Computer Entertainment"
"LittleBigPlanet 2","PS3","Sony Computer Entertainment"
"LittleBigPlanet 3","PS3","Sony Computer Entertainment"
"LittleBigPlanet 3","PS4","Sony Computer Entertainment"
"LittleBigPlanet Karting","PS3","Sony Computer Entertainment"
"LittleBigPlanet PS Vita","PSV","Sony Computer Entertainment"
"Littlest Pet Shop","PC","Electronic Arts"
"Littlest Pet Shop","Wii","Electronic Arts"
"Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team","DS","Electronic Arts"
"Littlest Pet Shop: Beach Friends","DS","Electronic Arts"
"Littlest Pet Shop: City Friends","DS","Electronic Arts"
"Littlest Pet Shop: Country Friends","DS","Electronic Arts"
"Littlest Pet Shop: Friends","Wii","Electronic Arts"
"Littlest Pet Shop: Garden","DS","Electronic Arts"
"Littlest Pet Shop: Jungle","DS","Electronic Arts"
"Littlest Pet Shop: Spring","DS","Electronic Arts"
"Littlest Pet Shop: Winter","DS","Electronic Arts"
"Live A Live","SNES","SquareSoft"
"Living Legends: Frozen Beauty","PC","Big Fish Games"
"Livly Garden","DS","Marvelous Interactive"
"Lizzie McGuire 2: Lizzie Diaries","GBA","Disney Interactive Studios"
"Lizzie McGuire 3: Homecoming Havoc","GBA","Disney Interactive Studios"
"LMA Manager 2007","X360","Codemasters"
"Loading Human","PS4","FuRyu Corporation"
"Lock's Quest","DS","THQ"
"Lock On: Modern Air Combat","PC","Ubisoft"
"LocoRoco","PSP","Sony Computer Entertainment"
"LocoRoco 2","PSP","Sony Computer Entertainment"
"Lode Runner","DS","Hudson Entertainment"
"Lode Runner","NES","Hudson Soft"
"Lode Runner 3-D","N64","Infogrames"
"Logic Machines","DS","City Interactive"
"Lollipop Chainsaw","PS3","Warner Bros. Interactive Entertainment"
"Lollipop Chainsaw","X360","Warner Bros. Interactive Entertainment"
"London 2012: The Official Video Game of the Olympic Games","PS3","Sega"
"London 2012: The Official Video Game of the Olympic Games","X360","Sega"
"Looney Tunes Duck Dodgers Starring: Daffy Duck","N64","Infogrames"
"Looney Tunes Racing","PS","Infogrames"
"Looney Tunes: Acme Arsenal","PS2","Warner Bros. Interactive Entertainment"
"Looney Tunes: Acme Arsenal","Wii","Warner Bros. Interactive Entertainment"
"Looney Tunes: Acme Arsenal","X360","Warner Bros. Interactive Entertainment"
"Looney Tunes: Back in Action","GBA","Electronic Arts"
"Looney Tunes: Back in Action","GC","Warner Bros. Interactive Entertainment"
"Looney Tunes: Back in Action","PS2","Warner Bros. Interactive Entertainment"
"Looney Tunes: Cartoon Conductor","DS","Eidos Interactive"
"Looney Tunes: Duck Amuck","DS","Warner Bros. Interactive Entertainment"
"Looney Tunes: Galactic Sports","PSV","Sony Computer Entertainment"
"Looney Tunes: Sheep Raider","PS","Infogrames"
"Looney Tunes: Space Race","PS2","Infogrames"
"Loons: The Fight For Fame","XB","Atari"
"Lord of Apocalypse","PSP","Square Enix"
"Lord of Apocalypse","PSV","Square Enix"
"Lord of Arcana","PSP","Square Enix"
"Lord of Darkness","SNES","Tecmo Koei"
"Lord of Magna: Maiden Heaven","3DS","Marvelous Entertainment"
"Lord of the Rings: Battle for Middle-Earth","X360","Electronic Arts"
"Lord of the Rings: Tactics","PSP","Electronic Arts"
"Lord of the Rings: The Third Age","XB","Electronic Arts"
"Lords of the Fallen","PC","Square Enix"
"Lords of the Fallen","PS4","Square Enix"
"Lords of the Fallen","XOne","Square Enix"
"Lost Dimension","PS3","Nippon Ichi Software"
"Lost Dimension","PSV","Nippon Ichi Software"
"Lost Heroes","3DS","Namco Bandai Games"
"Lost Heroes","PSP","Namco Bandai Games"
"Lost Heroes 2","3DS","Namco Bandai Games"
"Lost Horizon","PC","Deep Silver"
"Lost in Blue","DS","Konami Digital Entertainment"
"Lost in Blue 2","DS","Konami Digital Entertainment"
"Lost in Blue 3","DS","Konami Digital Entertainment"
"Lost in Blue: Shipwrecked","Wii","Konami Digital Entertainment"
"Lost in Shadow","Wii","Konami Digital Entertainment"
"Lost Kingdoms","GC","Activision"
"Lost Kingdoms II","GC","Activision"
"Lost Magic","DS","Ubisoft"
"Lost Odyssey","X360","Microsoft Game Studios"
"Lost Planet 2","PC","Capcom"
"Lost Planet 2","PS3","Capcom"
"Lost Planet 2","X360","Capcom"
"Lost Planet 3","PC","Capcom"
"Lost Planet 3","PS3","Capcom"
"Lost Planet 3","X360","Capcom"
"Lost Planet: Extreme Condition","PS3","Capcom"
"Lost Planet: Extreme Condition","X360","Capcom"
"Lost: Via Domus","PC","Ubisoft"
"Lost: Via Domus","PS3","Ubisoft"
"Lost: Via Domus","X360","Ubisoft"
"Lotus Challenge","GC","Ignition Entertainment"
"Love Live! School Idol Paradise","PSV","Kadokawa Games"
"Love Once: Mermaid's Tears","PS3","Unknown"
"Love Plus","DS","Konami Digital Entertainment"
"Love Plus +","DS","Konami Digital Entertainment"
"Lovely Lisa","DS","DHM Interactive"
"Lovely Lisa and Friends","DS","Tomy Corporation"
"Lovely x Cation 1 & 2","PSV","5pb"
"Loving Life with Hello Kitty & Friends","DS","Rising Star Games"
"Lowrider","PS2","Pacific Century Cyber Works"
"Lucha Libre AAA: Heroes del Ring","PS3","Konami Digital Entertainment"
"Lucha Libre AAA: Heroes del Ring","X360","Konami Digital Entertainment"
"Lucian Bee's: Justice Yellow / Evil Violet","PS2","5pb"
"Lucian Bee's: Resurrection Supernova","PS2","5pb"
"Lucky * Star: Ryouou Gakuen Outousai","PS2","Kadokawa Shoten"
