"game_title","game_platform","publisher_title"
"Star Wars: Demolition","PS","Activision"
"Star Wars: Empire at War","PC","LucasArts"
"Star Wars: Empire at War - Forces of Corruption","PC","LucasArts"
"Star Wars: Empire at War - Gold Pack","PC","LucasArts"
"Star Wars: Flight of the Falcon","GBA","THQ"
"Star Wars: Jedi Power Battles","GBA","THQ"
"Star Wars: Jedi Starfighter","PS2","Activision"
"Star Wars: Jedi Starfighter","XB","Activision"
"Star Wars: Knights of the Old Republic","PC","LucasArts"
"Star Wars: Knights of the Old Republic","XB","Activision"
"Star Wars: Lethal Alliance","DS","Ubisoft"
"Star Wars: Lethal Alliance","PSP","Ubisoft"
"Star Wars: Masters of Teras Kasi","PS","LucasArts"
"Star Wars: Obi-Wan","XB","Activision"
"Star Wars: Rebel Assault II - The Hidden Empire","PS","CTO SpA"
"Star Wars: Republic Commando","PC","LucasArts"
"Star Wars: Republic Commando","XB","Activision"
"Star Wars: Rogue Squadron","N64","Nintendo"
"Star Wars: Shadows of the Empire","N64","Nintendo"
"Star Wars: Starfighter","PS2","Activision"
"Star Wars: Super Bombad Racing","PS2","LucasArts"
"Star Wars: The Clone Wars & Tetris Worlds","XB","Microsoft Game Studios"
"Star Wars: The Force Unleashed","DS","LucasArts"
"Star Wars: The Force Unleashed","PS2","LucasArts"
"Star Wars: The Force Unleashed","PS3","LucasArts"
"Star Wars: The Force Unleashed","PSP","LucasArts"
"Star Wars: The Force Unleashed","Wii","LucasArts"
"Star Wars: The Force Unleashed","X360","LucasArts"
"Star Wars: The Force Unleashed II","DS","LucasArts"
"Star Wars: The Force Unleashed II","PC","LucasArts"
"Star Wars: The Force Unleashed II","PS3","LucasArts"
"Star Wars: The Force Unleashed II","Wii","LucasArts"
"Star Wars: The Force Unleashed II","X360","LucasArts"
"Star Wars: The Old Republic","PC","Electronic Arts"
"Star X","GBA","BAM! Entertainment"
"StarBlade Î±","PS","Sony Computer Entertainment"
"StarCraft","PC","Activision"
"Starcraft 64","N64","Nintendo"
"StarCraft II: Heart of the Swarm","PC","Activision"
"StarCraft II: Legacy of the Void","PC","Activision"
"StarCraft II: Wings of Liberty","PC","Activision"
"Starhawk","PS3","Sony Computer Entertainment"
"Starry ? Sky: After Autumn","PSP","Aqua Plus"
"Starry ? Sky: After Spring","PSP","Aqua Plus"
"Starry ? Sky: After Summer","PSP","Asgard"
"Starry ? Sky: In Autumn","PSP","Asgard"
"Starry ? Sky: In Spring","PSP","Asgard"
"Starry ? Sky: In Summer","PSP","Asgard"
"Starry ? Sky: In Winter","PSP","Asgard"
"Starship Troopers","PC","Empire Interactive"
"Starshot: Space Circus Fever","N64","Infogrames"
"Starsky & Hutch","GBA","Empire Interactive"
"Starsky & Hutch","GC","BAM! Entertainment"
"Starsky & Hutch","PS2","Empire Interactive"
"Starsky & Hutch","XB","Empire Interactive"
"Start the Party!","PS3","Sony Computer Entertainment"
"Start the Party! Save the World","PS3","Sony Computer Entertainment"
"Starwinder: The Ultimate Space Race","PS","Mindscape"
"State of Decay","XOne","Microsoft Game Studios"
"State of Emergency","PS2","Take-Two Interactive"
"State of Emergency","XB","Take-Two Interactive"
"State of Emergency 2","PS2","SouthPeak Games"
"Steal Princess","DS","Unknown"
"Steambot Chronicles","PS2","505 Games"
"Steambot Chronicles: Battle Tournament","PSP","Irem Software Engineering"
"Steel Battalion","XB","Microsoft Game Studios"
"Steel Battalion: Heavy Armor","X360","Capcom"
"Steel Battalion: Line of Contact","XB","Capcom"
"Steel Diver","3DS","Nintendo"
"Steins;Gate","PS3","PQube"
"Steins;Gate","PSP","Kadokawa Shoten"
"Steins;Gate","PSV","PQube"
"Steins;Gate","X360","5pb"
"Steins;Gate 0","PS3","5pb"
"Steins;Gate 0","PS4","PQube"
"Steins;Gate 0","PSV","PQube"
"Steins;Gate: Hiyoku Renri no Darling","PS3","5pb"
"Steins;Gate: Hiyoku Renri no Darling","PSP","5pb"
"Steins;Gate: Hiyoku Renri no Darling","X360","5pb"
"Steins;Gate: Senkei Kousoku no Phonogram","PS3","5pb"
"Steins;Gate: Senkei Kousoku no Phonogram","X360","5pb"
"Stella Deus: The Gate of Eternity","PS2","505 Games"
"Stella Glow","3DS","Atlus"
"Stellaris","PC","Paradox Interactive"
"Still Life","XB","Microids"
"Still Life 2","PC","Rondomedia"
"StokEd","X360","Zushi Games"
"Stoked: Big Air Edition","X360","Namco Bandai Games"
"Stolen","PS2","Hip Interactive"
"Stolen Song","PS","Sony Computer Entertainment"
"Storm Lover 2nd","PSP","D3Publisher"
"Storm Lover 2nd V","PSV","D3Publisher"
"Storm Lover Kai!!","PSP","D3Publisher"
"STORM: Frontline Nation","PC","Unknown"
"StormLover","PSP","D3Publisher"
"StormLover Karen!!","PSP","D3Publisher"
"Stormrise","PC","Sega"
"Stormrise","PS3","Sega"
"Stormrise","X360","Sega"
"Story Hour: Adventures","Wii","Zoo Digital Publishing"
"Story Hour: Fairy Tales","Wii","Zoo Digital Publishing"
"Story of Seasons","3DS","Nintendo"
"Story of Seasons: Good Friends of the Three Villages","3DS","Marvelous Interactive"
"Storybook Workshop","Wii","Konami Digital Entertainment"
"Stranger of Sword City","PSV","Nippon Ichi Software"
"Stranglehold","PS3","Midway Games"
"Stranglehold","X360","Midway Games"
"Strawberry Nauts","PSV","Unknown"
"Strawberry Shortcake: Game Boy Advance Video Volume 1","GBA","N/A"
"Strawberry Shortcake: Strawberryland Games","DS","Game Factory"
"Strawberry Shortcake: Summertime Adventure","GBA","Majesco Entertainment"
"Streak: Hoverboard Racing","PS","GT Interactive"
"Street Fighter Alpha 2","PS","Virgin Interactive"
"Street Fighter Alpha 2","SAT","Virgin Interactive"
"Street Fighter Alpha 2","SNES","Nintendo"
"Street Fighter Alpha 3","GBA","Capcom"
"Street Fighter Alpha 3","PS","Virgin Interactive"
"Street Fighter Alpha 3 MAX","PSP","Capcom"
"Street Fighter Alpha: Warriors' Dreams","PS","Virgin Interactive"
"Street Fighter Alpha: Warriors' Dreams","SAT","Capcom"
"Street Fighter Anniversary Collection","PS2","Capcom"
"Street Fighter Anniversary Collection","XB","Capcom"
"Street Fighter Collection","PS","Capcom"
"Street Fighter Collection","SAT","Capcom"
"Street Fighter EX Plus Alpha","PS","Virgin Interactive"
"Street Fighter EX2 Plus","PS","Virgin Interactive"
"Street Fighter EX3","PS2","Virgin Interactive"
"Street Fighter II': Special Champion Edition","GEN","Sega"
"Street Fighter II': Special Champion Edition (JP weekly sales)","GEN","Capcom"
"Street Fighter II Turbo","SNES","Capcom"
"Street Fighter II: The World Warrior","SNES","Capcom"
"Street Fighter IV","PC","Capcom"
"Street Fighter IV","PS3","Capcom"
"Street Fighter IV","X360","Capcom"
"Street Fighter V","PC","Capcom"
"Street Fighter V","PS4","Capcom"
"Street Fighter X Tekken","PC","Capcom"
"Street Fighter X Tekken","PS3","Capcom"
"Street Fighter X Tekken","PSV","Capcom"
"Street Fighter X Tekken","X360","Capcom"
"Street Fighter: The Movie","PS","Acclaim Entertainment"
"Street Hoops","GC","Unknown"
"Street Hoops","PS2","Activision"
"Street Hoops","XB","Activision"
"Street Jam Basketball","GBA","Zoo Digital Publishing"
"Street Racer","PS","Ubisoft"
"Street Sk8er","PS","Electronic Arts"
"Street Supremacy","PSP","Konami Digital Entertainment"
"Streets of Rage","GEN","Sega"
"Streets of Rage 3","GEN","Sega"
"Stretch Panic","PS2","Midas Interactive Entertainment"
"Strider (2014)","PS3","Capcom"
"Strider 2","PS","Virgin Interactive"
"Strike Force Bowling","GC","Crave Entertainment"
"Strike Force Bowling","PS2","Play It"
"Strike Force Bowling","XB","Crave Entertainment"
"Strike Point","PS","Elite"
"Strike Witches 2: Iyasu Naosu Punipunisuru","DS","Kadokawa Shoten"
"Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days","PS2","Russel"
"Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!","DS","Russel"
"Strike Witches: Shirogane no Tsubasa","PSP","Kadokawa Shoten"
"Strike Witches: Shirogane no Tsubasa","X360","CyberFront"
"Striker 96","PS","Time Warner Interactive"
"Strikers 1945","PS","Midas Interactive Entertainment"
"Strikers 1945","SAT","Atlus"
"Strongest Tokyo University Shogi DS","DS","Mycom"
"Stronghold","PC","Gathering of Developers"
"Stronghold 2 Deluxe","PC","Take-Two Interactive"
"Stronghold 3","PC","N/A"
"Stronghold Crusader Extreme","PC","Gamecock"
"Stronghold Kingdoms","PC","DTP Entertainment"
"Stronghold Legends","PC","Take-Two Interactive"
"Stuart Little 2","GBA","Activision"
"Stuart Little 3: Big Photo Adventure","PS2","Sony Computer Entertainment"
"Stubbs the Zombie in Rebel Without a Pulse","XB","THQ"
"Stunt GP","PS2","Titus"
"Stunt Race FX","SNES","Nintendo"
"Stuntman","GBA","Atari"
"Stuntman","PS2","Atari"
"Stuntman: Ignition","PS2","THQ"
"Stuntman: Ignition","PS3","THQ"
"Stuntman: Ignition","X360","THQ"
"Style Book: Cinnamoroll","DS","Namco Bandai Games"
"Style Book: Junior City","DS","Namco Bandai Games"
"Style Lab: Jewelry Design","DS","Ubisoft"
"Style Lab: Makeover","DS","Ubisoft"
"Style Savvy","DS","Nintendo"
"Style Savvy: Trendsetters","3DS","Nintendo"
"Sub Rebellion","PS2","Metro 3D"
"Sudeki","XB","Microsoft Game Studios"
"Sudoku Ball Detective","DS","Playlogic Game Factory"
"Sudoku Ball Detective","Wii","Playlogic Game Factory"
"Sudoku Fever","GBA","Take-Two Interactive"
"Sudoku Gridmaster","DS","Nintendo"
"Sudoku Gridmaster (JP sales)","DS","Nintendo"
"Sudoku Mania","DS","Zoo Digital Publishing"
"Sudokuro","DS","Crave Entertainment"
"Sugar + Spice! Anoko no Suteki na Nanimokamo","PS2","Alchemist"
"Suggoi! Arcana Heart 2","PS2","AQ Interactive"
"Sugoi Hebereke","SNES","Sunsoft"
"Suikoden","PS","Konami Digital Entertainment"
"Suikoden II","PS","Konami Digital Entertainment"
"Suikoden III","PS2","Unknown"
"Suikoden IV","PS2","Konami Digital Entertainment"
"Suikoden Tactics","PS2","Konami Digital Entertainment"
"Suikoden Tierkreis","DS","Konami Digital Entertainment"
"Suikoden V","PS2","Konami Digital Entertainment"
"The Bard's Tale","XB","Ubisoft"
"Suikoden: Tsumugareshi Hyakunen no Toki","PSP","Konami Digital Entertainment"
"Suite PreCure: Melody Collection","DS","Namco Bandai Games"
"Sumikko Gurashi: Koko ga Ochitsukundesu","3DS","Nippon Columbia"
"Sumikko Gurashi: Mura o Tsukurundesu","3DS","Nippon Columbia"
"Sumikko Gurashi: Omise Hajimerundesu","3DS","Nippon Columbia"
"Summer Athletics","PC","DTP Entertainment"
"Summer Athletics 2009","X360","49Games"
"Summer Athletics: The Ultimate Challenge","PS2","DTP Entertainment"
"Summer Athletics: The Ultimate Challenge","X360","DTP Entertainment"
"Summer Athletics: The Ultimate Challenge (Others sales)","Wii","DTP Entertainment"
"Summer Athletics: The Ultimate Challenge (US sales)","Wii","DTP Entertainment"
"Summer Challenge: Athletics Tournament","PS3","PQube"
"Summer Challenge: Athletics Tournament","Wii","PQube"
"Summer Heat Beach Volleyball","PS2","Acclaim Entertainment"
"Summer Sports 2: Island Sports Party","Wii","Ubisoft"
"Summer Sports: Paradise Island","Wii","Ubisoft"
"Summer Sports: Paradise Island (Others sales)","Wii","Ubisoft"
"Summon Night","DS","Banpresto"
"Summon Night 2","DS","Namco Bandai Games"
"Summon Night 3","PS2","Banpresto"
"Summon Night 3","PSP","Namco Bandai Games"
"Summon Night 4","PS2","Banpresto"
"Summon Night 4","PSP","Namco Bandai Games"
"Summon Night 5","PSP","Namco Bandai Games"
"Summon Night 6: Lost Borders","PS4","Namco Bandai Games"
"Summon Night 6: Lost Borders","PSV","Namco Bandai Games"
"Summon Night Craft Sword Monogatari: Hajimari no Ishi","GBA","Banpresto"
"Summon Night EX-Thesis: Yoake no Tsubasa","PS2","Banpresto"
"Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi","PS2","Namco Bandai Games"
"Summon Night X: Tears Crown","DS","Namco Bandai Games"
"Summon Night: Swordcraft Story","GBA","Banpresto"
"Summon Night: Twin Age","DS","Banpresto"
"Summoner","PS2","THQ"
"Summoner 2","PS2","THQ"
"Summoner: A Goddess Reborn","GC","THQ"
"Sunday vs Magazine Shuuketsu! Choujou Daikessen","PSP","Konami Digital Entertainment"
"Sunny Garcia Surfing","PS2","Ubisoft"
"Sunrise Eiyuutan R","PS2","Sunrise Interactive"
"Sunset Overdrive","XOne","Microsoft Game Studios"
"Super Adventure Island","SNES","Hudson Soft"
"Super Army War","GBA","Flashpoint Games"
"Super Baseball","2600","Atari"
"Super Baseball Simulator 1.000","SNES","Culture Brain"
"Super Batter Up","SNES","Namco Bandai Games"
"Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!","3DS","Namco Bandai Games"
"Super Black Bass Fishing","DS","Majesco Entertainment"
"Super Bomberman","SNES","Hudson Soft"
"Super Bomberman 2","SNES","Hudson Soft"
"Super Bomberman 3","SNES","Hudson Soft"
"Super Bomberman 4","SNES","Hudson Soft"
"Super Bomberman 5","SNES","Hudson Soft"
"Super Bowling","N64","Athena"
"Super Breakout","2600","Atari"
"Super Bubble Pop","GC","Jaleco"
"Super Bubble Pop","XB","Jaleco"
"Super Bust-A-Move","GBA","Ubisoft"
"Super Bust-A-Move","PS2","Acclaim Entertainment"
"Super Castlevania IV","SNES","Konami Digital Entertainment"
"Super Collapse! 3","DS","Mumbo Jumbo"
"Super Collapse! II","GBA","Majesco Entertainment"
"Super Dodge Ball","NG","Technos Japan Corporation"
"Super Dodge Ball Advance","GBA","Ubisoft"
"Super Dodgeball Brawlers","DS","Arc System Works"
"Super Dodgeball Brawlers (jp sales)","DS","Arc System Works"
"Super Dragon Ball Z","PS2","Atari"
"Super Dungeon Bros","PS4","Nordic Games"
"Super Duper Sumos","GBA","Unknown"
"Super Famista 3","SNES","Namco Bandai Games"
"Super Famista 4","SNES","Namco Bandai Games"
"Super Famista 5","SNES","Namco Bandai Games"
"Super Fire ProWrestling","SNES","Human Entertainment"
"Super Fire ProWrestling Special","SNES","Human Entertainment"
"Super Fire ProWrestling X","SNES","Human Entertainment"
"Super Football","2600","Atari"
"Super Formation Soccer 94","SNES","Human Entertainment"
"Super Fruit Fall","Wii","System 3 Arcade Software"
"Super Ghouls 'n Ghosts","GBA","Capcom"
"Super Ghouls 'n Ghosts","SNES","Capcom"
"Super Hero Generation","PS3","Namco Bandai Games"
"Super Hero Generation","PSV","Namco Bandai Games"
"Super Heroine Chronicle","PS3","Namco Bandai Games"
"Super Heroine Chronicle","PSV","Namco Bandai Games"
"Super Jinsei Game 2","SNES","Takara"
"Super Mahjong 2: Honkaku 4Jin Uchi","SNES","Imax"
"Super Mario 3D Land","3DS","Nintendo"
"Super Mario 3D World","WiiU","Nintendo"
"Super Mario 64","DS","Nintendo"
"Super Mario 64","N64","Nintendo"
"Super Mario Advance","GBA","Nintendo"
"Super Mario All-Stars","SNES","Nintendo"
"Super Mario All-Stars: Limited Edition","Wii","Nintendo"
"Super Mario Bros.","GB","Nintendo"
"Super Mario Bros.","NES","Nintendo"
"Super Mario Bros. 2","NES","Nintendo"
"Super Mario Bros. 3","GBA","Nintendo"
"Super Mario Bros. 3","NES","Nintendo"
"Super Mario Bros.: The Lost Levels","NES","Nintendo"
"Super Mario Galaxy","Wii","Nintendo"
"Super Mario Galaxy 2","Wii","Nintendo"
"Super Mario Kart","SNES","Nintendo"
"Super Mario Land","GB","Nintendo"
"Super Mario Land 2: 6 Golden Coins","GB","Nintendo"
"Super Mario Land 3: Wario Land","GB","Nintendo"
"Super Mario Maker","WiiU","Nintendo"
"Super Mario RPG: Legend of the Seven Stars","SNES","Nintendo"
"Super Mario Strikers","GC","Nintendo"
"Super Mario Sunshine","GC","Nintendo"
"Super Mario World","GBA","Nintendo"
"Super Mario World","SNES","Nintendo"
"Super Mario World 2: Yoshi's Island","GBA","Nintendo"
"Super Mario World 2: Yoshi's Island","SNES","Nintendo"
"Super Meat Boy: Ultra Edition!","PC","Unknown"
"Super Metroid","SNES","Nintendo"
"Super Momotarou Dentetsu DX","SNES","Hudson Soft"
"Super Momotarou Dentetsu III","SNES","Hudson Soft"
"Super Monkey Ball","GC","Atari"
"Super Monkey Ball 2","GC","Atari"
"Super Monkey Ball 3D","3DS","Sega"
"Super Monkey Ball Adventure","GC","Sega"
"Super Monkey Ball Adventure","PS2","Sega"
"Super Monkey Ball Adventure","PSP","Sega"
"Super Monkey Ball Deluxe","PS2","Sega"
"Super Monkey Ball Deluxe","XB","Sega"
"Super Monkey Ball Jr.","GBA","Atari"
"Super Monkey Ball: Banana Blitz","Wii","Sega"
"Super Monkey Ball: Step & Roll","Wii","Sega"
"Super Monkey Ball: Touch & Roll","DS","Sega"
"Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki","SNES","Compile"
"Super Nazo Puyo: Ruruu no Ruu","SNES","Banpresto"
"Super Paper Mario","Wii","Nintendo"
"Super PickUps","PS2","XS Games"
"Super PickUps","Wii","XS Games"
"Super Power League","SNES","Hudson Soft"
"Super Power League 2","SNES","Hudson Soft"
"Super Princess Peach","DS","Nintendo"
"Super Puyo Puyo","SNES","Banpresto"
"Super Puyo Puyo 2","SNES","Compile"
"Super Puzzle Fighter II","GBA","Capcom"
"Super Puzzle Fighter II Turbo","PS","Virgin Interactive"
"Super R-Type","SNES","Nintendo"
"Super R.C. Pro-Am","GB","Nintendo"
"Super Real Mahjong Graffiti","SAT","Seta Corporation"
"Super Real Mahjong P V","SAT","Seta Corporation"
"Super Robot Gakuen","DS","Namco Bandai Games"
"Super Robot Monkey Team: Game Boy Advance Video Volume 1","GBA","N/A"
"Super Robot Spirits","N64","Banpresto"
"Super Robot Taisen 64","N64","Banpresto"
"Super Robot Taisen A","GBA","Banpresto"
"Super Robot Taisen A Portable","PSP","Namco Bandai Games"
"Super Robot Taisen Compact 2 Dai-1-Bu","WS","Namco Bandai Games"
"Super Robot Taisen Complete Box","PS","Banpresto"
"Super Robot Taisen D","GBA","Banpresto"
"Super Robot Taisen EX","SNES","Banpresto"
"Super Robot Taisen F","SAT","Banpresto"
"Super Robot Taisen F Kanketsuhen","PS","Banpresto"
"Super Robot Taisen F Kanketsuhen","SAT","Banpresto"
"Super Robot Taisen Î±","PS","Banpresto"
"Super Robot Taisen Î± Gaiden","PS","Banpresto"
"Super Robot Taisen Impact","PS2","Banpresto"
"Super Robot Taisen J","GBA","Banpresto"
"Super Robot Taisen K","DS","Namco Bandai Games"
"Super Robot Taisen L","DS","Namco Bandai Games"
"Super Robot Taisen MX","PS2","Banpresto"
"Super Robot Taisen MX Portable","PSP","Banpresto"
"Super Robot Taisen Neo","Wii","Namco Bandai Games"
"Super Robot Taisen OG Infinite Battle","PS3","Namco Bandai Games"
"Super Robot Taisen OG Saga: Endless Frontier","DS","Namco Bandai Games"
"Super Robot Taisen OG Saga: Endless Frontier (JP sales)","DS","Namco Bandai Games"
"Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice","PS3","Namco Bandai Games"
"Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice","PSV","Namco Bandai Games"
"Super Robot Taisen OG: Original Generations","PS2","Banpresto"
"Super Robot Taisen OG: Original Generations Gaiden","PS2","Banpresto"
"Super Robot Taisen R","GBA","Banpresto"
"Super Robot Taisen UX","3DS","Namco Bandai Games"
"Super Robot Taisen W","DS","Banpresto"
"Super Robot Taisen XO","X360","Banpresto"
"Super Robot Taisen Z","PS2","Namco Bandai Games"
"Super Robot Taisen Z Special Disc","PS2","Namco Bandai Games"
"Super Robot Taisen: Original Generation","GBA","Banpresto"
"Super Robot Taisen: Scramble Commander","PS2","Banpresto"
"Super Robot Taisen: Scramble Commander the 2nd","PS2","Banpresto"
"Super Robot Wars BX","3DS","Namco Bandai Games"
"Super Robot Wars OG Saga Masou Kishin F: Coffin of the End","PS3","Namco Bandai Games"
"Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental","DS","Namco Bandai Games"
"Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God","PSP","N/A"
"Super Robot Wars OG: The Moon Dwellers","PS3","Namco Bandai Games"
"Super Robot Wars OG: The Moon Dwellers","PS4","Namco Bandai Games"
"Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi","3DS","Namco Bandai Games"
"Super Scope 6","SNES","Nintendo"
"Super Scribblenauts","DS","Warner Bros. Interactive Entertainment"
"Super Sentai Battle: Ranger Cross","Wii","Namco Bandai Games"
"Super Smash Bros.","N64","Nintendo"
"Super Smash Bros. Brawl","Wii","Nintendo"
"Super Smash Bros. for Wii U and 3DS","3DS","Nintendo"
"Super Smash Bros. for Wii U and 3DS","WiiU","Nintendo"
"Super Smash Bros. Melee","GC","Nintendo"
"Super Soccer","SNES","Nintendo"
"Super Speed Machines","DS","Midas Interactive Entertainment"
